book_id,title,authors,average_rating,ratings_count,original_publication_year,image_url,description,pages,genres
129,One Flew Over the Cuckoo's Nest,Ken Kesey,4.18,491642,1962.0,https://images.gr-assets.com/books/1485308778m/332613.jpg,A brilliant publication by Ken Kesey that continues to engage and inspire audiences.,1989,[]
130,The Old Man and the Sea,Ernest Hemingway,3.73,520630,1952.0,https://images.gr-assets.com/books/1329189714m/2165.jpg,A compelling read by Ernest Hemingway exploring profound themes with memorable character depth.,1577,[]
131,The Grapes of Wrath,John Steinbeck,3.92,322321,1939.0,https://images.gr-assets.com/books/1352912927m/4395.jpg,A beautifully crafted book by John Steinbeck that captures the imagination from start to finish.,1809,[]
132,The Five People You Meet in Heaven,Mitch Albom,3.9,449501,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Mitch Albom that has resonated with readers globally.,1522,[]
133,Anne of Green Gables,L.M. Montgomery,4.23,502247,1908.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by L.M. Montgomery, offering a memorable and engaging reading experience.",1670,[]
134,City of Glass,Cassandra Clare,4.34,593173,2009.0,https://images.gr-assets.com/books/1369452339m/3777732.jpg,An impactful story by Cassandra Clare that stands as a notable entry in its genre.,1070,[]
135,A Storm of Swords,George R.R. Martin,4.54,469022,2000.0,https://images.gr-assets.com/books/1497931121m/62291.jpg,A brilliant publication by George R.R. Martin that continues to engage and inspire audiences.,1836,[]
136,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.79,465676,1996.0,https://images.gr-assets.com/books/1408313524m/137791.jpg,A compelling read by Rebecca Wells exploring profound themes with memorable character depth.,1063,[]
137,Outlander,Diana Gabaldon,4.2,515547,1991.0,https://images.gr-assets.com/books/1402600310m/10964.jpg,A beautifully crafted book by Diana Gabaldon that captures the imagination from start to finish.,1981,[]
138,The Scarlet Letter,Nathaniel Hawthorne,3.37,509883,1850.0,https://images.gr-assets.com/books/1404810944m/12296.jpg,A captivating narrative by Nathaniel Hawthorne that has resonated with readers globally.,1990,[]
139,Miss Peregrine’s Home for Peculiar Children,Ransom Riggs,3.89,613674,2011.0,https://images.gr-assets.com/books/1472782916m/9460487.jpg,"A highly regarded work by Ransom Riggs, offering a memorable and engaging reading experience.",1284,[]
140,Luftslottet som sprängdes,Stieg Larsson,4.2,443951,2007.0,https://images.gr-assets.com/books/1327708260m/6892870.jpg,An impactful story by Stieg Larsson that stands as a notable entry in its genre.,1388,[]
141,The Martian,Andy Weir,4.39,423344,2012.0,https://images.gr-assets.com/books/1413706054m/18007564.jpg,A brilliant publication by Andy Weir that continues to engage and inspire audiences.,1578,[]
142,The Pillars of the Earth,Ken Follett,4.29,462517,1989.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Ken Follett exploring profound themes with memorable character depth.,1716,[]
143,All the Light We Cannot See,Anthony Doerr,4.31,470001,2014.0,https://images.gr-assets.com/books/1451445646m/18143977.jpg,A beautifully crafted book by Anthony Doerr that captures the imagination from start to finish.,1345,[]
144,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.4,487775,2010.0,https://images.gr-assets.com/books/1327861115m/8664353.jpg,A captivating narrative by Laura Hillenbrand that has resonated with readers globally.,1711,[]
145,Deception Point,Dan Brown,3.67,455610,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Dan Brown, offering a memorable and engaging reading experience.",1357,[]
146,The Goldfinch,Donna Tartt,3.87,396756,2013.0,https://images.gr-assets.com/books/1451554970m/17333223.jpg,An impactful story by Donna Tartt that stands as a notable entry in its genre.,1067,[]
147,Thirteen Reasons Why,Jay Asher,4.02,463783,2007.0,https://images.gr-assets.com/books/1333822506m/1217100.jpg,A brilliant publication by Jay Asher that continues to engage and inspire audiences.,1003,[]
148,Girl with a Pearl Earring,Tracy Chevalier,3.85,467577,1999.0,https://images.gr-assets.com/books/1327197580m/2865.jpg,A compelling read by Tracy Chevalier exploring profound themes with memorable character depth.,1121,[]
149,If I Stay,Gayle Forman,3.96,503527,2009.0,https://images.gr-assets.com/books/1347462970m/4374400.jpg,A beautifully crafted book by Gayle Forman that captures the imagination from start to finish.,1951,[]
150,The Red Tent,Anita Diamant,4.16,424981,1997.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Anita Diamant that has resonated with readers globally.,2154,[]
151,The Sea of Monsters,Rick Riordan,4.23,514932,2006.0,https://images.gr-assets.com/books/1400602661m/28186.jpg,"A highly regarded work by Rick Riordan, offering a memorable and engaging reading experience.",1512,[]
152,Dear John,Nicholas Sparks,4.01,441062,2006.0,https://images.gr-assets.com/books/1397749854m/5526.jpg,An impactful story by Nicholas Sparks that stands as a notable entry in its genre.,1615,[]
153,City of Ashes,Cassandra Clare,4.21,541117,2008.0,https://images.gr-assets.com/books/1432730356m/1582996.jpg,A brilliant publication by Cassandra Clare that continues to engage and inspire audiences.,1176,[]
154,The Tragedy of Macbeth,William Shakespeare,3.88,496018,1606.0,https://images.gr-assets.com/books/1459795224m/8852.jpg,A compelling read by William Shakespeare exploring profound themes with memorable character depth.,1661,[]
155,The Two Towers,J.R.R. Tolkien,4.42,480446,1954.0,https://images.gr-assets.com/books/1298415523m/15241.jpg,A beautifully crafted book by J.R.R. Tolkien that captures the imagination from start to finish.,1174,[]
156,Something Borrowed,Emily Giffin,3.83,403601,2004.0,https://images.gr-assets.com/books/1305063535m/42156.jpg,A captivating narrative by Emily Giffin that has resonated with readers globally.,1733,[]
157,Green Eggs and Ham,Dr. Seuss,4.29,457475,1960.0,https://images.gr-assets.com/books/1468680100m/23772.jpg,"A highly regarded work by Dr. Seuss, offering a memorable and engaging reading experience.",2120,[]
158,Charlie and the Chocolate Factory,Roald Dahl,4.1,453959,1964.0,https://images.gr-assets.com/books/1309211401m/6310.jpg,An impactful story by Roald Dahl that stands as a notable entry in its genre.,1235,[]
159,The Battle of the Labyrinth,Rick Riordan,4.39,508214,2008.0,https://images.gr-assets.com/books/1443142158m/2120932.jpg,A brilliant publication by Rick Riordan that continues to engage and inspire audiences.,1917,[]
160,Great Expectations,Charles Dickens,3.75,459247,1860.0,https://images.gr-assets.com/books/1327920219m/2623.jpg,A compelling read by Charles Dickens exploring profound themes with memorable character depth.,1028,[]
161,The Return of the King,J.R.R. Tolkien,4.51,463959,1955.0,https://images.gr-assets.com/books/1389977161m/18512.jpg,A beautifully crafted book by J.R.R. Tolkien that captures the imagination from start to finish.,1451,[]
162,L’Étranger,Albert Camus,3.96,420600,1942.0,https://images.gr-assets.com/books/1349927872m/49552.jpg,A captivating narrative by Albert Camus that has resonated with readers globally.,1133,[]
163,The Lost Hero,Rick Riordan,4.35,271576,2010.0,https://images.gr-assets.com/books/1464201003m/7736182.jpg,"A highly regarded work by Rick Riordan, offering a memorable and engaging reading experience.",1423,[]
164,Eleanor & Park,Rainbow Rowell,4.11,514312,2013.0,https://images.gr-assets.com/books/1341952742m/15745753.jpg,An impactful story by Rainbow Rowell that stands as a notable entry in its genre.,1208,[]
165,A Feast for Crows,George R.R. Martin,4.1,428186,2005.0,https://images.gr-assets.com/books/1429538615m/13497.jpg,A brilliant publication by George R.R. Martin that continues to engage and inspire audiences.,1448,[]
166,Matched,Ally Condie,3.68,511815,2010.0,https://images.gr-assets.com/books/1367706191m/7735333.jpg,A compelling read by Ally Condie exploring profound themes with memorable character depth.,1501,[]
167,American Gods,Neil Gaiman,4.11,378019,2001.0,https://images.gr-assets.com/books/1258417001m/4407.jpg,A beautifully crafted book by Neil Gaiman that captures the imagination from start to finish.,1361,[]
168,The Stand,Stephen King,4.34,438832,1978.0,https://images.gr-assets.com/books/1213131305m/149267.jpg,A captivating narrative by Stephen King that has resonated with readers globally.,1788,[]
169,The Last Song,Nicholas Sparks,4.14,424637,2008.0,https://images.gr-assets.com/books/1286549186m/6400090.jpg,"A highly regarded work by Nicholas Sparks, offering a memorable and engaging reading experience.",2103,[]
170,Digital Fortress,Dan Brown,3.6,423019,1998.0,https://images.gr-assets.com/books/1360095966m/11125.jpg,An impactful story by Dan Brown that stands as a notable entry in its genre.,1481,[]
171,Emma,Jane Austen,3.99,459826,1815.0,https://images.gr-assets.com/books/1373627931m/6969.jpg,A brilliant publication by Jane Austen that continues to engage and inspire audiences.,1231,[]
172,Анна Каренина,Leo Tolstoy,4.02,297472,1877.0,https://images.gr-assets.com/books/1352422904m/15823480.jpg,A compelling read by Leo Tolstoy exploring profound themes with memorable character depth.,1325,[]
173,A Clockwork Orange,Anthony Burgess,3.98,431195,1962.0,https://images.gr-assets.com/books/1348339306m/227463.jpg,A beautifully crafted book by Anthony Burgess that captures the imagination from start to finish.,2025,[]
174,The Shack: Where Tragedy Confronts Eternity,William Paul Young,3.74,419539,2007.0,https://images.gr-assets.com/books/1344270232m/1812457.jpg,A captivating narrative by William Paul Young that has resonated with readers globally.,1686,[]
175,The Last Olympian,Rick Riordan,4.5,397500,2009.0,https://images.gr-assets.com/books/1327924597m/4502507.jpg,"A highly regarded work by Rick Riordan, offering a memorable and engaging reading experience.",1546,[]
176,It,Stephen King,4.18,292592,1986.0,https://images.gr-assets.com/books/1309376909m/18342.jpg,An impactful story by Stephen King that stands as a notable entry in its genre.,1180,[]
177,Преступление и наказание,Fyodor Dostoyevsky,4.18,380903,1866.0,https://images.gr-assets.com/books/1382846449m/7144.jpg,A brilliant publication by Fyodor Dostoyevsky that continues to engage and inspire audiences.,1540,[]
178,The Bell Jar,Sylvia Plath,3.98,401605,1963.0,https://images.gr-assets.com/books/1473890514m/6514.jpg,A compelling read by Sylvia Plath exploring profound themes with memorable character depth.,1334,[]
179,Angela's Ashes: A Memoir,Frank McCourt,4.07,392103,1996.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Frank McCourt that captures the imagination from start to finish.,2132,[]
180,Siddhartha,Hermann Hesse,3.99,372099,1922.0,https://images.gr-assets.com/books/1428715580m/52036.jpg,A captivating narrative by Hermann Hesse that has resonated with readers globally.,2061,[]
181,In Cold Blood,Truman Capote,4.05,381652,1965.0,https://images.gr-assets.com/books/1424931136m/168642.jpg,"A highly regarded work by Truman Capote, offering a memorable and engaging reading experience.",1101,[]
182,Beautiful Creatures,Kami Garcia,3.76,436093,2009.0,https://images.gr-assets.com/books/1327873282m/6304335.jpg,An impactful story by Kami Garcia that stands as a notable entry in its genre.,1620,[]
183,Clockwork Angel,Cassandra Clare,4.33,490890,2010.0,https://images.gr-assets.com/books/1454962884m/7171637.jpg,A brilliant publication by Cassandra Clare that continues to engage and inspire audiences.,1270,[]
184,Matilda,Roald Dahl,4.29,440743,1988.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Roald Dahl exploring profound themes with memorable character depth.,1493,[]
185,The Night Circus,Erin Morgenstern,4.03,429543,2011.0,https://images.gr-assets.com/books/1387124618m/9361589.jpg,A beautifully crafted book by Erin Morgenstern that captures the imagination from start to finish.,2052,[]
186,The Other Boleyn Girl,Philippa Gregory,4.04,381080,2001.0,https://images.gr-assets.com/books/1355932638m/37470.jpg,A captivating narrative by Philippa Gregory that has resonated with readers globally.,1633,[]
187,Uglies,Scott Westerfeld,3.86,449073,2005.0,https://images.gr-assets.com/books/1443904172m/24770.jpg,"A highly regarded work by Scott Westerfeld, offering a memorable and engaging reading experience.",1401,[]
188,A Dance with Dragons,George R.R. Martin,4.31,365954,2011.0,https://images.gr-assets.com/books/1327885335m/10664113.jpg,An impactful story by George R.R. Martin that stands as a notable entry in its genre.,1249,[]
189,The Lord of the Rings,J.R.R. Tolkien,4.47,389054,1955.0,https://images.gr-assets.com/books/1411114164m/33.jpg,A brilliant publication by J.R.R. Tolkien that continues to engage and inspire audiences.,1960,[]
190,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,3.96,379872,2012.0,https://images.gr-assets.com/books/1453189881m/12262741.jpg,A compelling read by Cheryl Strayed exploring profound themes with memorable character depth.,1749,[]
191,Watchmen,Alan Moore,4.35,398018,1987.0,https://images.gr-assets.com/books/1442239711m/472331.jpg,A beautifully crafted book by Alan Moore that captures the imagination from start to finish.,1562,[]
192,The Name of the Wind,Patrick Rothfuss,4.55,400101,2007.0,https://images.gr-assets.com/books/1472068073m/186074.jpg,A captivating narrative by Patrick Rothfuss that has resonated with readers globally.,1261,[]
193,Outliers: The Story of Success,Malcolm Gladwell,4.11,353011,2008.0,https://images.gr-assets.com/books/1344266315m/3228917.jpg,"A highly regarded work by Malcolm Gladwell, offering a memorable and engaging reading experience.",1401,[]
194,"Moby Dick; or, The Whale",Herman Melville,3.46,358050,1851.0,https://images.gr-assets.com/books/1327940656m/153747.jpg,An impactful story by Herman Melville that stands as a notable entry in its genre.,2152,[]
195,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.12,393626,2008.0,https://images.gr-assets.com/books/1351979318m/2728527.jpg,A brilliant publication by Mary Ann Shaffer that continues to engage and inspire audiences.,1624,[]
196,Fight Club,Chuck Palahniuk,4.2,365349,1996.0,https://images.gr-assets.com/books/1357128997m/5759.jpg,A compelling read by Chuck Palahniuk exploring profound themes with memorable character depth.,1481,[]
197,Dead Until Dark,Charlaine Harris,3.96,420764,2001.0,https://images.gr-assets.com/books/1468560853m/301082.jpg,A beautifully crafted book by Charlaine Harris that captures the imagination from start to finish.,1626,[]
198,The Color Purple,Alice Walker,4.17,376766,1982.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Alice Walker that has resonated with readers globally.,1935,[]
